Kanji,Reading,Meaning,Level
賞金,しょうきん,prize money; monetary award,2
上下,じょうげ,top and bottom; up and down,2
障子,しょうじ,shoji (paper sliding door),2
商社,しょうしゃ,trading company,2
乗車,じょうしゃ,"boarding (a train, bus, etc.); getting into (e.g. a taxi)",2
上旬,じょうじゅん,first third of a month; first ten days of a month,2
生ずる,しょうずる,to produce; to yield,2
小数,しょうすう,fraction (part of); decimal fraction,2
商店,しょうてん,shop; store,2
焦点,しょうてん,focus; focal point,2
消毒,しょうどく,disinfection; sterilization,2
勝敗,しょうはい,"victory or defeat; outcome (of a game, battle, etc.)",2
蒸発,じょうはつ,evaporation; disappearance (of a person),2
賞品,しょうひん,prize; trophy,2
勝負,しょうぶ,victory or defeat; match,2
小便,しょうべん,urine; piss,2
消防署,しょうぼうしょ,fire station,2
正味,しょうみ,net (amount); clear,2
正面,しょうめん,front; frontage,2
消耗,しょうもう,exhaustion; consumption,2
醤油,しょうゆ,soy sauce; soya sauce,2
省略,しょうりゃく,omission; leaving out,2
初級,しょきゅう,elementary level; beginner level,2
助教授,じょきょうじゅ,assistant professor; associate professor,2
食塩,しょくえん,table salt,2
職人,しょくにん,craftsman; artisan,2
初旬,しょじゅん,first 10 days of the month,2
書籍,しょせき,book; publication,2
食器,しょっき,tableware,2
ショップ,ショップ,shop,2
書店,しょてん,bookshop; bookstore,2
書道,しょどう,calligraphy (esp. Asian calligraphy based on Chinese characters),2
白髪,しらが,white hair; grey hair,2
知合い,しりあい,acquaintance,2
シリーズ,シリーズ,series,2
私立,しりつ,private (establishment),2
資料,しりょう,material; materials,2
汁,しる,juice; sap,2
素人,しろうと,amateur; layman,2
芯,しん,wick; marrow,2
新幹線,しんかんせん,Shinkansen; bullet train,2
真空,しんくう,vacuum; absolute void,2
信ずる,しんずる,to believe; to believe in,2
心身,しんしん,mind and body,2
申請,しんせい,application; request,2
人造,じんぞう,artificial; man-made,2
寝台,しんだい,bed; couch,2
診断,しんだん,diagnosis; medical examination,2
侵入,しんにゅう,invasion; incursion,2
人文科学,じんぶんかがく,humanities; arts,2
人命,じんめい,(human) life,2
深夜,しんや,late at night,2
森林,しんりん,forest; woods,2
親類,しんるい,relative; relation,2
針路,しんろ,course; direction,2
神話,しんわ,myth; mythology,2
酢,す,vinegar,2
水産,すいさん,aquatic products; fisheries,2
炊事,すいじ,cooking; kitchen work,2
水蒸気,すいじょうき,water vapour; water vapor,2
水素,すいそ,hydrogen (H),2
垂直,すいちょく,vertical; perpendicular,2
推定,すいてい,presumption; assumption,2
水滴,すいてき,drop of water; vessel for replenishing inkstone water,2
水筒,すいとう,canteen; flask,2
随筆,ずいひつ,essays; miscellaneous writings,2
水分,すいぶん,water; liquid,2
水平,すいへい,horizontal; level,2
水平線,すいへいせん,horizon (related to bodies of water),2
水曜,すいよう,Wednesday,2
ずうずうしい,ずうずうしい,impudent; shameless,2
ずうっと,ずうっと,,2
末っ子,すえっこ,youngest child,2
スカーフ,スカーフ,scarf (esp. a lightweight summer scarf worn by women),2
図鑑,ずかん,pictorial book; picture book,2
杉,すぎ,Japanese cedar (Cryptomeria japonica),2
好き嫌い,すききらい,likes and dislikes; tastes,2
好き好き,すきずき,matter of taste,2
透き通る,すきとおる,to be transparent; to be see-through,2
隙間,すきま,gap; opening,2
スクール,スクール,school,2
すくなくとも,すくなくとも,at least,2
図形,ずけい,figure; shape,2
スケジュール,スケジュール,schedule; program,2
鈴,すず,bell (often globular),2
涼む,すずむ,to cool oneself; to cool off,2
スタート,スタート,start; beginning,2
スチュワーデス,スチュワーデス,stewardess; (female) flight attendant,2
すっきり,すっきり,refreshingly; with a feeling of relief,2
すっぱい,すっぱい,sour; acid,2
ステージ,ステージ,stage (platform); performance,2
棄てる,すてる,to throw away; to cast away,2
ストッキング,ストッキング,stockings,2
ストップ,ストップ,stop,2
素直,すなお,obedient; meek,2
頭脳,ずのう,head; brains,2
スピーカー,スピーカー,speaker,2
図表,ずひょう,chart; diagram,2
スマート,スマート,"smart (clothing, etc.); stylish",2
住まい,すまい,dwelling; house,2
すまない,すまない,inexcusable; unjustifiable,2
墨,すみ,Mexico; Mohism,2
澄む,すむ,"to become clear (water, air, etc.); to become transparent",2
清む,すむ,"to become clear (water, air, etc.); to become transparent",2
相撲,すもう,sumo (wrestling); sumo wrestler,2
スライド,スライド,slide (for projection); transparency,2
ずらす,ずらす,to shift; to move,2
ずらり,ずらり,in a row; in a line,2
掏摸,すり,pickpocket,2
刷る,する,to print; to color or pattern fabric using a wooden mold,2
狡い,ずるい,sly; cunning,2
すれちがう,すれちがう,to pass (by) each other; to brush past,2
滑れる,ずれる,to slide; to slip off,2
寸法,すんぽう,measurement; size,2
姓,せい,hereditary title (used in ancient Japan to denote rank and political standing); kabane,2
税関,ぜいかん,customs; customs house,2
製作,せいさく,manufacture; production,2
制作,せいさく,"work (film, book); production",2
性質,せいしつ,nature (of a person); disposition,2
清書,せいしょ,fair copy; clean copy,2
青少年,せいしょうねん,young people; youth,2
整数,せいすう,integer,2
清掃,せいそう,cleaning; clean-up,2
生存,せいぞん,existence; being,2
生長,せいちょう,growth (of a plant),2
政党,せいとう,political party,2
生年月日,せいねんがっぴ,birth date; date of birth,2
性能,せいのう,ability; performance,2
整備,せいび,maintenance; servicing,2
成分,せいぶん,ingredient; component,2
性別,せいべつ,(distinction of) sex; gender,2
正方形,せいほうけい,square,2
正門,せいもん,main gate; main entrance,2
成立,せいりつ,formation; establishment,2
西暦,せいれき,Common Era; CE,2
背負う,せおう,to carry on one's back; to be burdened with,2
赤道,せきどう,non-legal public road (denoted by a red line on cadastral maps; sometimes no longer physically existing); equator,2
折角,せっかく,with trouble; at great pains,2
接近,せっきん,getting closer; drawing nearer,2
石鹸,せっけん,soap,2
接する,せっする,to touch; to come in contact with,2
せっせと,せっせと,diligently; assiduously,2
接続,せつぞく,connection; attachment,2
瀬戸物,せともの,earthenware; porcelain,2
ぜひとも,ぜひとも,by all means; at all costs,2
迫る,せまる,to approach; to draw near,2
ゼミ,ゼミ,seminar,2
せめて,せめて,at least; at most,2
攻める,せめる,to attack; to assault,2
セメント,セメント,cement,2
栓,せん,stopper; cork,2
前後,ぜんご,front and rear; front and back,2
洗剤,せんざい,detergent; cleanser,2
全集,ぜんしゅう,complete works; complete collection,2
全身,ぜんしん,whole (body); full-length (e.g. portrait),2
扇子,せんす,folding fan,2
専制,せんせい,despotism; autocracy,2
先々月,せんせんげつ,month before last,2
先々週,せんせんしゅう,week before last,2
先祖,せんぞ,ancestor; forefather,2
先端,せんたん,pointed end; tip,2
センチ,センチ,centimeter; centimetre,2
宣伝,せんでん,publicity; advertisement,2
先頭,せんとう,"head (of a line, group, etc.); front",2
全般,ぜんぱん,(the) whole; as a whole,2
扇風機,せんぷうき,electric fan,2
線路,せんろ,railway track; railway line,2
相違,そうい,difference; discrepancy,2
そういえば,そういえば,now that you mention it; come to think of it,2
雑巾,ぞうきん,house-cloth; dust cloth,2
増減,ぞうげん,increase and decrease; fluctuation,2
倉庫,そうこ,storehouse; warehouse,2
相互,そうご,mutual; reciprocal,2
創作,そうさく,creation; production,2
葬式,そうしき,funeral,2
そうして,そうして,and; like that,2
造船,ぞうせん,shipbuilding,2
騒々しい,そうぞうしい,noisy; loud,2
増大,ぞうだい,enlargement; increase,2
そうっと,そうっと,softly; gently,2
送別,そうべつ,farewell; send-off,2
草履,ぞうり,zori,2
総理大臣,そうりだいじん,prime minister (as the head of a cabinet government); premier,2
送料,そうりょう,postage; carriage,2
属する,ぞくする,to entrust (someone) with; to pin one's hopes on (someone's future),2
続々,ぞくぞく,successively; one after another,2
速達,そくたつ,express; special delivery,2
測定,そくてい,measurement,2
測量,そくりょう,measurement; surveying,2
速力,そくりょく,speed,2
素質,そしつ,makings (of); aptitude,2
祖先,そせん,ancestor,2
そそっかしい,そそっかしい,careless; thoughtless,2
卒直,そっちょく,frank; candid,2
具える,そなえる,to furnish with; to equip with,2
そのうえ,そのうえ,in addition; furthermore,2
そのころ,そのころ,at that time; in those days,2
そのため,そのため,hence; for that reason,2
そのほか,そのほか,the rest; the others,2
蕎麦,そば,buckwheat (Fagopyrum esculentum); soba,2
剃る,そる,to shave,2
それなのに,それなのに,and yet; despite this,2
逸れる,それる,to lose sight of (one's companions); to stray from,2
揃う,そろう,to be complete; to be all present,2
揃える,そろえる,to collect; to gather,2
算盤,そろばん,abacus; soroban,2
存じる,ぞんじる,to know; to be aware (of),2
存ずる,ぞんずる,to know; to be aware (of),2
損得,そんとく,loss and gain; advantage and disadvantage,2
田ぼ,たんぼ,rice field; rice paddy,2
だいいち,（副）,first; foremost,2
退院,たいいん,leaving hospital; discharge from hospital,2
大学院,だいがくいん,graduate school,2
大工,だいく,carpenter,2
体系,たいけい,system; organization,2
太鼓,たいこ,drum,2
対策,たいさく,measure; step,2
大して,たいして,(not) very; (not) so,2
対照,たいしょう,contrast; antithesis,2
大小,だいしょう,size; large and small (sizes),2
体制,たいせい,order; system,2
体積,たいせき,capacity; volume,2
大層,たいそう,very; extremely,2
体操,たいそう,gymnastics; physical exercises,2
大分,だいぶん,"Ōita (city, prefecture); considerably",2
大木,たいぼく,large tree,2
題名,だいめい,title; caption,2
代名詞,だいめいし,pronoun; synonym,2
タイア,タイア,tire; tyre,2
ダイヤグラム,ダイヤグラム,diagram,2
ダイヤモンド,ダイヤモンド,diamond; infield,2
ダイヤル,ダイヤル,"dial (e.g. telephone, radio, clock, gauge)",2
対立,たいりつ,confrontation; opposition,2
田植え,たうえ,rice planting,2
絶えず,たえず,constantly; always,2
楕円,だえん,ellipse; oval,2
高める,たかめる,to raise; to lift,2
耕す,たがやす,to till; to plow,2
滝,たき,waterfall; rapids,2
炊く,たく,"to cook (grains, e.g. rice); to boil",2
焚く,たく,to burn; to roast,2
